BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001158.1	BGC0001158.1	Bikaverin biosynthetic gene cluster	t1pks	PKSI	Botrytis cinerea	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis
BGC0001159	BGC0001159	Streptomyces sp. CNQ-418 mpy gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. CNQ-418	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001159.1	BGC0001159.1	Marinopyrrole biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. CNQ-418	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001160.1	BGC0001160.1	Nonadecene biosynthetic gene cluster	t1pks	PKSI	Synechococcus sp. PCC 7002	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Synechococcus
BGC0001161.1	BGC0001161.1	1-heptadecene biosynthetic gene cluster	t1pks	PKSI	Moorea bouillonii PNG5-198	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Moorea
BGC0001162.1	BGC0001162.1	1-heptadecene biosynthetic gene cluster	t1pks	PKSI	Moorea producens JHB	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Moorea
BGC0001163.1	BGC0001163.1	1-heptadecene biosynthetic gene cluster	t1pks	PKSI	Moorea producens 3L	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Moorea
BGC0001164.1	BGC0001164.1	1-heptadecene biosynthetic gene cluster	t1pks	PKSI	Cyanothece sp. PCC 7822	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Cyanothece
BGC0001165.1	BGC0001165.1	Curacin biosynthetic gene cluster	nrps.t1pks.t2pks	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Lyngbya
BGC0001169	BGC0001169	Streptomyces sp. SCSIO 03032 piericidin A1 biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces marincola	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001169.1	BGC0001169.1	Piericidin A1 biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. SCSIO 03032	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001172	BGC0001172	Streptomyces sp. CNH-287 clz gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. CNH287	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001172.1	BGC0001172.1	Chlorizidine A biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. CNH-287	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001182.1	BGC0001182.1	Chaetoglobosins biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Chaetomium globosum CBS 148.51	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium
BGC0001183	BGC0001183	Streptomyces sp. FXJ7.023 lobophorin biosynthetic gene cluster, complete sequence	NRPS.T1PKS.oligosaccharide.NRPS-like.T3PKS	Others	Streptomyces sp. FXJ7.023	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001183.1	BGC0001183.1	Lobophorin biosynthetic gene cluster	t3pks.oligosaccharide.nrps.t1pks	Others	Streptomyces sp. FXJ7.023	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001187.1	BGC0001187.1	Xenolozoyenone biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Glarea lozoyensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001190.1	BGC0001190.1	Fusaric acid biosynthetic gene cluster	t1pks	PKSI	Fusarium verticillioides 7600	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001194	BGC0001194	Streptomyces scabrisporus DNA, hitachimycin biosynthetic genes, strain: JCM 11712	T1PKS	PKSI	Embleya scabrispora	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Embleya
BGC0001194.1	BGC0001194.1	Hitachimycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces scabrisporus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001195.1	BGC0001195.1	Nocardiopsin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Nocardiopsis sp. CMB-M0232	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
BGC0001199	BGC0001199	Streptomyces sp. NBRC 109706 DNA, contig: scaffold00008, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces sp. NBRC 109706	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001199.1	BGC0001199.1	Akaeolide biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. NBRC 109706	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001200	BGC0001200	Streptomyces sp. NBRC 109706 DNA, contig: scaffold00001, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces sp. NBRC 109706	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001200.1	BGC0001200.1	Lorneic acid A biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. NBRC 109706	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001202.1	BGC0001202.1	Landepoxcin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	uncultured bacterium AR_412	Bacteria,environmental samples
BGC0001203.1	BGC0001203.1	Clarexpoxcin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	uncultured bacterium AR_456	Bacteria,environmental samples
BGC0001204	BGC0001204	Streptomyces versipellis DNA, strain: 4083-SVS6, Vst biosynthetic gene cluster	T1PKS	PKSI	Streptomyces versipellis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001204.1	BGC0001204.1	Versipelostatin biosynthetic gene cluster	t1pks	PKSI	Streptomyces versipellis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001205	BGC0001205	Penicillium expansum strain d1 contig72, whole genome shotgun sequence	T1PKS.indole	Others	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001205.1	BGC0001205.1	Communesin biosynthetic gene cluster	terpene.t1pks	Others	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001212.1	BGC0001212.1	Nannocystin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Nannocystis sp. MB1016	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis
BGC0001215.1	BGC0001215.1	Conglobatin biosynthetic gene cluster	t1pks	PKSI	Streptomyces conglobatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001216.1	BGC0001216.1	Splenocin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Streptomyces sp. CNQ431	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001218.1	BGC0001218.1	Fumosorinone biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Isaria fumosorosea	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Isaria
BGC0001230.1	BGC0001230.1	Salinamides biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Streptomyces sp. CNB091	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001231.1	BGC0001231.1	Microsclerodermins biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Jahnella sp. MSr9139	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Jahnella
BGC0001232.1	BGC0001232.1	Leucanicidin biosynthetic gene cluster	t1pks	PKSI	Kitasatospora sp. MBT66	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001235.1	BGC0001235.1	Antalid biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Polyangium spumosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Polyangium
BGC0001236.1	BGC0001236.1	Thiotetroamide biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Streptomyces afghaniensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001237.1	BGC0001237.1	Thiolactomycin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Salinispora pacifica DSM 45543	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001242	BGC0001242	Fusarium fujikuroi fusarubin biosynthesis gene cluster, strain IMI58289	T1PKS	PKSI	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001242.1	BGC0001242.1	Fusarubin biosynthetic gene cluster	t1pks	PKSI	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001243.1	BGC0001243.1	Botryenalol / botrydial / dihydrobotrydial / botryendial / beta-O-Methyl-dihydrobotrydialone / botcinic acid / botcinin A biosynthetic gene cluster	t1pks	PKSI	Botrytis cinerea	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis
BGC0001244	BGC0001244	Parastagonospora nodorum strain SN15 mellein synthase (mlnS) gene, complete cds	T1PKS	PKSI	Parastagonospora nodorum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0001244.1	BGC0001244.1	(-)-Mellein biosynthetic gene cluster	t1pks	PKSI	Parastagonospora nodorum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0001245	BGC0001245	Lasiodiplodia theobromae culture-collection NBRC:31059 lasiodiplodin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Lasiodiplodia theobromae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia
BGC0001245.1	BGC0001245.1	Lasiodiplodin biosynthetic gene cluster	t1pks	PKSI	Lasiodiplodia theobromae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia
BGC0001246	BGC0001246	Sarocladium zeae culture-collection NRRL:45893 resorcylide biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Sarocladium zeae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Sarocladiaceae,Sarocladium
BGC0001246.1	BGC0001246.1	Trans-resorcylide biosynthetic gene cluster	t1pks	PKSI	Sarocladium zeae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreales incertae sedis,Sarocladium
BGC0001247.1	BGC0001247.1	Cercosporin biosynthetic gene cluster	t1pks	PKSI	Cercospora nicotianae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Capnodiales,Mycosphaerellaceae,Cercospora
BGC0001252	BGC0001252	Alternaria alternata ACRTS2 gene for polyketide synthase, complete cds	T1PKS	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria alternata complex
BGC0001252.1	BGC0001252.1	ACR-toxin biosynthetic gene cluster	t1pks	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria alternata group
BGC0001253.1	BGC0001253.1	ACT-Toxin I biosynthetic gene cluster	t1pks	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria alternata group
BGC0001254	BGC0001254	Alternaria alternata ACTTS3 gene for polyketide synthase, complete cds	T1PKS	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria alternata complex
BGC0001254.1	BGC0001254.1	ACT-Toxin II biosynthetic gene cluster	t1pks	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria alternata group
BGC0001255.1	BGC0001255.1	Equisetin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Fusarium heterosporum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001257	BGC0001257	Nodulisporium sp. ATCC74245 polyketide synthase (pks1) gene, complete cds	T1PKS	PKSI	Nodulisporium sp. ATCC74245	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Nodulisporium,unclassified Nodulisporium
BGC0001257.1	BGC0001257.1	1,3,6,8-tetrahydroxynaphthalene biosynthetic gene cluster	t1pks	PKSI	Nodulisporium sp. ATCC74245	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,mitosporic Xylariaceae,Nodulisporium
BGC0001258	BGC0001258	Glarea lozoyensis polyketide synthase 1 (pks1) and gsp genes, complete cds	T1PKS	PKSI	Glarea lozoyensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001258.1	BGC0001258.1	1,8-dihydroxynaphthalene biosynthetic gene cluster	t1pks	PKSI	Glarea lozoyensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001259.1	BGC0001259.1	Elsinochrome A biosynthetic gene cluster	t1pks	PKSI	Elsinoe fawcettii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe
BGC0001264	BGC0001264	Neocamarosporium betae genes for putative dehydrogenase, putative FAD binding domain protein, short-chain dehydrogenase, zinc-binding dehydrogenase family protein, cytochrome P450, polyketide synthase, hypothetical proteins, complete cds	T1PKS	PKSI	Neocamarosporium betae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Neocamarosporium
BGC0001264.1	BGC0001264.1	Betaenone A / betaenone B / betaenone C biosynthetic gene cluster	t1pks	PKSI	Phoma betae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Phoma
BGC0001265.1	BGC0001265.1	Melanin biosynthetic gene cluster	t1pks	PKSI	Bipolaris oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Bipolaris
BGC0001266	BGC0001266	Cladonia grayi metabolic gene cluster, complete sequence	T1PKS	PKSI	Cladonia grayi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,OSLEUM clade,Lecanoromycetidae,Lecanorales,Lecanorineae,Cladoniaceae,Cladonia
BGC0001266.1	BGC0001266.1	Grayanic acid biosynthetic gene cluster	t1pks	PKSI	Cladonia grayi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,OSLEUM clade,Lecanoromycetidae,Lecanorales,Lecanorineae,Cladoniaceae,Cladonia
BGC0001268.1	BGC0001268.1	Fusarin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001271.1	BGC0001271.1	Emericellin biosynthetic gene cluster	terpene.t1pks	Others	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001272.1	BGC0001272.1	Elsinochrome B / elsinochrome C biosynthetic gene cluster	t1pks	PKSI	Elsinoe fawcettii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe
BGC0001273	BGC0001273	Aspergillus ochraceus clone 2 MSAS-type polyketide synthase gene, complete cds	T1PKS	PKSI	Aspergillus ochraceus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001273.1	BGC0001273.1	Asperlactone biosynthetic gene cluster	t1pks	PKSI	Aspergillus ochraceus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001275	BGC0001275	Glarea lozoyensis polyketide syntase 2 (pks2) gene, complete cds	T1PKS	PKSI	Glarea lozoyensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001275.1	BGC0001275.1	6-methylsalicyclic acid biosynthetic gene cluster	t1pks	PKSI	Glarea lozoyensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001276	BGC0001276	Aspergillus terreus atX gene for 6-methylsalicylic acid synthase, complete cds	T1PKS	PKSI	Aspergillus terreus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001276.1	BGC0001276.1	6-methylsalicyclic acid biosynthetic gene cluster	t1pks	PKSI	Aspergillus terreus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001280.1	BGC0001280.1	Betaenone C / betaenone A biosynthetic gene cluster	t1pks	PKSI	Phoma betae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Phoma
BGC0001281	BGC0001281	Ustilago maydis 521 chromosome 23, whole genome shotgun sequence	T1PKS	PKSI	Ustilago maydis 521	Eukaryota,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago
BGC0001281.1	BGC0001281.1	Ustilagic acid biosynthetic gene cluster	t1pks	PKSI	Ustilago maydis 521	Eukaryota,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago
BGC0001283.1	BGC0001283.1	Arsenopolyketides biosynthetic gene cluster	t1pks	PKSI	Streptomyces lividans 1326	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001284	BGC0001284	Phaeosphaeria nodorum SN15 polyketide synthase mRNA, complete cds	T1PKS	PKSI	Parastagonospora nodorum SN15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0001284.1	BGC0001284.1	Alternariol biosynthetic gene cluster	t1pks	PKSI	Parastagonospora nodorum SN15	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0001287.1	BGC0001287.1	Chaxamycin A / chaxamycin B / chaxamycin C / chaxamycin D biosynthetic gene cluster	t1pks	PKSI	Streptomyces leeuwenhoekii	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001288.1	BGC0001288.1	Maklamicin biosynthetic gene cluster	t1pks	PKSI	Micromonospora sp. GMKU326	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001290.1	BGC0001290.1	Emericellamide A / emericellamide B biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001293	BGC0001293	Streptomyces sp. NCIB 11649 CLD biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. NCIB 11649	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001296	BGC0001296	Streptomyces sp. MSC090213JE08 DNA, streptazone E biosynthetic gene cluster	T1PKS	PKSI	Streptomyces sp. MSC090213JE08	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001296.1	BGC0001296.1	Streptazone E biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. MSC090213JE08	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001298	BGC0001298	Streptomyces calvus strain ATCC 13382 phosphohistidine phosphatase, hypothetical protein, Ann1, Ann2, Ann3, Ann4, Ann5, multidrug MFS transporter, and ATP-dependent DNA helicase genes, complete cds	T1PKS	PKSI	Streptomyces calvus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001298.1	BGC0001298.1	4-Z-annimycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces calvus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001303	BGC0001303	Micromonospora sp. RL09-050-HVF-A lobosamide biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Micromonospora sp. RL09-050-HVF-A	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,unclassified Micromonospora
BGC0001303.1	BGC0001303.1	Lobosamide biosynthetic gene cluster	t1pks	PKSI	Micromonospora sp. RL09-050-HVF-A	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001304	BGC0001304	Aspergillus flavus NRRL3357 scf_1106286419142 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001304.1	BGC0001304.1	Aflavarin biosynthetic gene cluster	t1pks	PKSI	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001305	BGC0001305	Fusarium fujikuroi IMI 58289 draft genome, chromosome FFUJ_chr08	T1PKS	PKSI	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001305.1	BGC0001305.1	Fujikurins biosynthetic gene cluster	t1pks	PKSI	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001309.1	BGC0001309.1	Usnic acid biosynthetic gene cluster	t1pks	PKSI	Cladonia uncialis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,OSLEUM clade,Lecanoromycetidae,Lecanorales,Lecanorineae,Cladoniaceae,Cladonia
BGC0001327.1	BGC0001327.1	Rakicidin A / rakicidin B biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Micromonospora purpureochromogenes	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001328.1	BGC0001328.1	Rakicidin A / rakicidin B biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Micromonospora sp. M42	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0001329.1	BGC0001329.1	Rakicidin D biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Streptomyces lilacinus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001330	BGC0001330	Micromonospora sp. RV43 contig4_size105044, whole genome shotgun sequence	terpene.NRPS-like.T1PKS	Others	Micromonospora sp. RV43	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,unclassified Micromonospora
BGC0001330.1	BGC0001330.1	BE-43547 A1-C2 biosynthetic gene cluster	terpene.nrps.t1pks	Others	Micromonospora sp. RV43	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001331.1	BGC0001331.1	BE-43547 A1-C2 biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Salinispora arenicola CNR107	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001332.1	BGC0001332.1	Microtermolide A biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Streptomyces sp. MspMP-M5	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
