BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001065.1	BGC0001065.1	Herboxidiene biosynthetic gene cluster	t3pks.t1pks.nucleoside	Others	Streptomyces chromofuscus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001072	BGC0001072	Streptomyces antibioticus simocyclinone biosynthetic gene cluster, partial sequence	T2PKS.T1PKS.aminocoumarin.ladderane	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001072.1	BGC0001072.1	Simocyclinone biosynthetic gene cluster	t1pks.aminocoumarin.t2pks	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001073	BGC0001073	Micromonospora sp. TP-A0468 response regulator, hypothetical protein, 2,3-rRing cyclase, nonribosomal peptide synthetase, peptidyl carrier protein, anthranilate phosphoribosyltransferase, alpha-tryptophan synthase, L-ectoine synthase, acyl-CoA dehydrogenase, phosphoribosylanthranilate isomerase, indoleglycerol phosphate synthase, transcriptional activator, dTDP-glucose synthase, dTDP-glucose 4,6-dehydratase, ketoreductase, aromatase, C-9 ketoreductase, monooxygenase, ketoacyl synthase alpha-subunit, chain length factor, acyl carrier protein, cyclase, monooxygenase, transcriptional regulator, ABC transporters, carboxylesterase, efflux protein, transporter, Cylase, 3,5-epimerase, glycosyl transferase associated protein, glycosyl transferase, 2,3-hexose dehydratase, pyruvate dehydrogenase alpha-subunit, pyruvate dehydrogenase beta-subunit, SNF2/RAD54 family helicase, hypothetical proteins, regulator, hypothetical proteins, regulator, dehydorgenase, sugar 3-ketoreductase, enoyl reductase, hydroxylase, Hydroxylase, Regulator, Resistance protein, Dioxygenase, FAD-dependent/BBE domain-containing oxidoreductase, methyltransferase, aminotransferase, carboxylyase, deformylase, regulators, reductase, AHBA kinase, and membrane protein genes, complete cds	ectoine.T2PKS	Others	Micromonospora sp. TP-A0468	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,unclassified Micromonospora
BGC0001073.1	BGC0001073.1	Kosinostatin biosynthetic gene cluster	ectoine.t2pks	Others	Micromonospora sp. TP-A0468	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0001074	BGC0001074	Streptomyces olindensis strain DAUFPE 5622 2, whole genome shotgun sequence	oligosaccharide.T2PKS	Others	Streptomyces olindensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001074.1	BGC0001074.1	Cosmomycin D biosynthetic gene cluster	oligosaccharide.t2pks	Others	Streptomyces olindensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001075	BGC0001075	Rhodococcus erythropolis rau gene cluster for aurachin RE biosynthesis, strain: JCM 6824	arylpolyene	Others	Rhodococcus erythropolis	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis group
BGC0001075.1	BGC0001075.1	Aurachin RE biosynthetic gene cluster	other	Others	Rhodococcus erythropolis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Nocardiaceae,Rhodococcus
BGC0001076	BGC0001076	Streptomyces sp. SN-1061M liposidomycin biosynthetic gene cluster, complete sequence	T3PKS.nucleoside	Others	Streptomyces sp. SN-1061M	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001076.1	BGC0001076.1	Liposidomycin biosynthetic gene cluster	t3pks.nucleoside	Others	Streptomyces sp. SN-1061M	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001078	BGC0001078	Streptomyces sp. KO-3988 furaquinocin A biosynthetic gene cluster, complete cds	terpene.T3PKS	Others	Streptomyces sp. KO-3988	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001078.1	BGC0001078.1	Furaquinocin A biosynthetic gene cluster	terpene.t3pks	Others	Streptomyces sp. KO-3988	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001079	BGC0001079	Streptomyces aculeolatus napyradiomycin biosynthetic gene cluster, complete sequence	terpene.T3PKS	Others	Streptomyces aculeolatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001079.1	BGC0001079.1	Napyradiomycin biosynthetic gene cluster	terpene.t3pks	Others	Streptomyces aculeolatus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001080	BGC0001080	Streptomyces anulatus phenazine gene cluster, strain 9663	T3PKS.phenazine	Others	Streptomyces anulatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001080.1	BGC0001080.1	Phenazine biosynthetic gene cluster	phenazine	Others	Streptomyces anulatus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001082	BGC0001082	Penicillium paxilli strain PN2013 hypothetical protein PP101, hypothetical protein PP102, hypothetical protein PP103, hypothetical protein PP104, hypothetical protein PP105, hypothetical protein PP106, hypothetical protein PP107, hypothetical protein PP108, hypothetical protein PP109, hypothetical protein PP110, hypothetical protein PP111, and hypothetical protein PP112 genes, complete cds; paxilline biosynthetic gene cluster, complete sequence; and hypothetical protein PP121 and hypothetical protein PP122 genes, complete cds	terpene.indole	Others	Penicillium paxilli	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001083	BGC0001083	Streptomyces sp. CNH189 merochlorin gene cluster, complete sequence	terpene.butyrolactone.T3PKS	Others	Streptomyces sp. CNH189	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001083.1	BGC0001083.1	Merochlorin biosynthetic gene cluster	butyrolactone.terpene.t3pks.nrps	Others	Streptomyces sp. CNH189	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001084	BGC0001084	Aspergillus sp. MF297-2 notoamide biosynthetic gene locus, partial sequence	NRPS.indole	Others	Aspergillus sp. MF297-2	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001084.1	BGC0001084.1	Notoamide / stephacidin biosynthetic gene cluster	terpene.nrps	Others	Aspergillus sp. MF297-2	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001085	BGC0001085	Streptomyces blastmyceticus DNA, teleocidin B biosynthetic gene cluster, its upstream and downstream region, strain: NBRC 12747	NRPS.indole	Others	Streptomyces blastmyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001095	BGC0001095	Bacillus amyloliquefaciens subsp. plantarum str. FZB42, complete genome	betalactone.NRPS	Others	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0001100	BGC0001100	Streptomyces rochei plasmid pSLA2-L DNA, complete sequence	redox-cofactor.transAT-PKS.NRPS	Others	Streptomyces rochei	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces rochei group
BGC0001120.1	BGC0001120.1	Burkholderic acid biosynthetic gene cluster	other	Others	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0001121.1	BGC0001121.1	Orsellinic acid biosynthetic gene cluster	other	Others	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001126	BGC0001126	Fischerella ambigua UTEX 1903 ambiguine biosynthetic gene cluster, complete sequence	other	Others	Fischerella ambigua UTEX 1903	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella
BGC0001126.1	BGC0001126.1	Ambiguine biosynthetic gene cluster	other	Others	Fischerella ambigua UTEX 1903	Bacteria,Cyanobacteria,Stigonematales,Fischerella
BGC0001130	BGC0001130	Xenorhabdus budapestensis strain DSM 16342 Xbud_14, whole genome shotgun sequence	T1PKS.hglE-KS.NRPS.PUFA	Others	Xenorhabdus budapestensis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001134	BGC0001134	Photorhabdus laumondii subsp. laumondii TTO1, complete sequence		Others	Photorhabdus laumondii subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0001134.1	BGC0001134.1	Photopyrone biosynthetic gene cluster	other	Others	Photorhabdus luminescens subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
BGC0001137	BGC0001137	Marinactinospora thermotolerans strain SCSIO 00652 marinacarbolines gene cluster, complete sequence		Others	Marinactinospora thermotolerans	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Marinactinospora
BGC0001137.1	BGC0001137.1	Marinacarboline biosynthetic gene cluster	other	Others	Marinactinospora thermotolerans	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Nocardiopsaceae,Marinactinospora
BGC0001138	BGC0001138	Marinactinospora thermotolerans strain SCSIO 00652 A201A biosynthetic gene cluster, complete sequence		Others	Marinactinospora thermotolerans	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Marinactinospora
BGC0001138.1	BGC0001138.1	A201A biosynthetic gene cluster	other	Others	Marinactinospora thermotolerans	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Nocardiopsaceae,Marinactinospora
BGC0001140	BGC0001140	Streptomyces platensis strain MA7327 platensimycin-platencin gene cluster, complete sequence		Others	Streptomyces platensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001140.1	BGC0001140.1	Platensimycin / platencin biosynthetic gene cluster	other	Others	Streptomyces platensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001144	BGC0001144	Trichophyton tonsurans CBS 112818 genomic scaffold supercont1.45, whole genome shotgun sequence	T1PKS.indole	Others	Trichophyton tonsurans CBS 112818	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton
BGC0001144.1	BGC0001144.1	Neosartoricin biosynthetic gene cluster	terpene.t1pks	Others	Trichophyton tonsurans CBS 112818	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton
BGC0001148	BGC0001148	Streptomyces cirratus DNA, pheganomycin biosynthetic gene cluster, strain: MD227-A9	RiPP-like.T3PKS.guanidinotides	Others	Streptomyces cirratus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001148.1	BGC0001148.1	Pheganomycin biosynthetic gene cluster	t3pks.nrps.bacteriocin	Others	Streptomyces cirratus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001150	BGC0001150	Streptomyces alboniger strain DSM 40043 TetR family transcription regulator (pamR2), drug resistance transporter, EmrB/QacA family (pamW), acyl-carrier protein (pamC), Ketoacyl-acyl carrier protein synthase III (pamG), Ketoacyl-acyl carrier protein synthase II (pamF), Ketoacyl-acyl carrier protein synthase II (pamA), 3-ketoacid (adipate/glutaconate) CoA transferase (pamB), Ketoacyl-acyl carrier protein synthase III (pamD), Ketoacyl-acyl carrier protein synthase III (pamE), Ketoacyl-(acyl-carrier-protein) reductase (pamO), Ketoacyl-acyl carrier protein synthase III (pamK), Ketoacyl-acyl carrier protein synthase II (pamJ), Ketoacyl-(acyl-carrier-protein) reductase (pamM), Ketoacyl-(acyl-carrier-protein) reductase (pamN), Hydroxyl acids CoA ligase (pamL), Metal-dependent hydrolase (resistance) (pamH), Aminotransferase (pamX), Methyltransferase (pamY), Enoyl-CoA hydratase (pamS), and Response regulator LuxR family (pamR1) genes, complete cds		Others	Streptomyces alboniger	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group
BGC0001151	BGC0001151	Streptomyces antibioticus strain Tu 1718 clone 6J11 genomic sequence	blactam	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001151.1	BGC0001151.1	Clavams biosynthetic gene cluster	blactam	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001154	BGC0001154	Catenulispora acidiphila DSM 44928 chromosome, complete genome	aminocoumarin	Others	Catenulispora acidiphila DSM 44928	Bacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora
BGC0001154.1	BGC0001154.1	Cacibiocin biosynthetic gene cluster	aminocoumarin	Others	Catenulispora acidiphila DSM 44928	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Catenulisporineae,Catenulisporaceae,Catenulispora
BGC0001156	BGC0001156	Streptomyces platensis strain MA7339 ptn gene cluster, complete sequence; and unknown genes		Others	Streptomyces platensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001156.1	BGC0001156.1	Platencin biosynthetic gene cluster	other	Others	Streptomyces platensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001168.1	BGC0001168.1	Livipeptin biosynthetic gene cluster	other	Others	Streptomyces lividans 1326	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001173.1	BGC0001173.1	Plantazolicin biosynthetic gene cluster	other	Others	Bacillus pumilus ATCC 7061	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001174.1	BGC0001174.1	Corynazolicin biosynthetic gene cluster	other	Others	Corynebacterium urealyticum DSM 7111	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium
BGC0001176.1	BGC0001176.1	Streptomonomicin biosynthetic gene cluster	other	Others	Streptomonospora alba	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Nocardiopsaceae,Streptomonospora
BGC0001180.1	BGC0001180.1	Isopropylstilbene biosynthetic gene cluster	other	Others	Photorhabdus luminescens subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
BGC0001183	BGC0001183	Streptomyces sp. FXJ7.023 lobophorin biosynthetic gene cluster, complete sequence	NRPS.T1PKS.oligosaccharide.NRPS-like.T3PKS	Others	Streptomyces sp. FXJ7.023	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001183.1	BGC0001183.1	Lobophorin biosynthetic gene cluster	t3pks.oligosaccharide.nrps.t1pks	Others	Streptomyces sp. FXJ7.023	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001184	BGC0001184	Bacillus amyloliquefaciens subsp. plantarum str. FZB42, complete genome	other	Others	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0001184.1	BGC0001184.1	Bacilysin biosynthetic gene cluster	other	Others	Bacillus amyloliquefaciens subsp. plantarum str. FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001191	BGC0001191	Amycolatopsis sp. SANK 60206 A-102395 biosynthetic gene cluster, complete sequence	blactam	Others	Amycolatopsis sp. SANK 60206	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unclassified Amycolatopsis
BGC0001191.1	BGC0001191.1	A-102395 biosynthetic gene cluster	blactam	Others	Amycolatopsis sp. SANK 60206	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0001198	BGC0001198	Herpetosiphon aurantiacus DSM 785, complete genome		Others	Herpetosiphon aurantiacus DSM 785	Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon
BGC0001198.1	BGC0001198.1	(+)-O-methylkolavelool biosynthetic gene cluster	other	Others	Herpetosiphon aurantiacus DSM 785	Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon
BGC0001205	BGC0001205	Penicillium expansum strain d1 contig72, whole genome shotgun sequence	T1PKS.indole	Others	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001205.1	BGC0001205.1	Communesin biosynthetic gene cluster	terpene.t1pks	Others	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001206	BGC0001206	Streptomyces griseus subsp. griseus strain ATCC 12648 indolmycin biosynthetic gene cluster, complete sequence; and Ind0 (ind0) gene, complete cds		Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001206.1	BGC0001206.1	Indolmycin biosynthetic gene cluster	other	Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001209.1	BGC0001209.1	Streptide biosynthetic gene cluster	other	Others	Streptococcus thermophilus LMD-9	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0001217	BGC0001217	Streptomyces qinglanensis strain 172205 PreQ0 base biosynthesis gene cluster, complete sequence		Others	Streptomyces qinglanensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001217.1	BGC0001217.1	PreQ0 Base biosynthetic gene cluster	other	Others	Streptomyces qinglanensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001219	BGC0001219	Chaetomium globosum CBS 148.51 scaffold_6 genomic scaffold, whole genome shotgun sequence		Others	Chaetomium globosum CBS 148.51	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium
BGC0001219.1	BGC0001219.1	Shanorellin biosynthetic gene cluster	other	Others	Chaetomium globosum CBS 148.51	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium
BGC0001221	BGC0001221	Streptomyces sp. CNQ-509 putative phenazine biosynthetic gene cluster, complete sequence	phenazine	Others	Streptomyces sp. CNQ-509	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001221.1	BGC0001221.1	Marinophenazines biosynthetic gene cluster	phenazine	Others	Streptomyces sp. CNQ-509	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001223	BGC0001223	Uncultured bacterium clone AZ25P204 genomic sequence	indole	Others	uncultured bacterium	Bacteria,environmental samples
BGC0001223.1	BGC0001223.1	Hydroxysporine biosynthetic gene cluster	indole	Others	uncultured bacterium	Bacteria,environmental samples
BGC0001224	BGC0001224	Uncultured bacterium clone AZ25P121 genomic sequence	indole	Others	uncultured bacterium	Bacteria,environmental samples
BGC0001224.1	BGC0001224.1	Reductasporine biosynthetic gene cluster	indole	Others	uncultured bacterium	Bacteria,environmental samples
BGC0001225	BGC0001225	Streptomyces caelestis strain ATCC 15084 celesticetin biosynthetic cluster, complete sequence		Others	Streptomyces caelestis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001234.1	BGC0001234.1	4,4'-piperazine-2,5-diyldimethyl-bis-phenol biosynthetic gene cluster	other	Others	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001238	BGC0001238	Emericella nidulans strain Glasgow G051 biotin biosynthesis gene cluster, complete sequence		Others	Aspergillus nidulans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0001238.1	BGC0001238.1	Biotin biosynthetic gene cluster	other	Others	Aspergillus nidulans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001239	BGC0001239	Emericella nidulans strain FGCS 4 biotin biosynthesis gene cluster, complete sequence		Others	Aspergillus nidulans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0001239.1	BGC0001239.1	Biotin biosynthetic gene cluster	other	Others	Aspergillus nidulans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001241	BGC0001241	Claviceps purpurea strain 20.1 ergot alkaloid biosynthetic gene cluster, partial sequence	NRPS.indole	Others	Claviceps purpurea	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0001248	BGC0001248	Hypholoma sublateritium oxidosqualene clavarinone cyclase (occ) gene, complete cds		Others	Hypholoma sublateritium	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Hypholoma
BGC0001248.1	BGC0001248.1	Clavaric acid biosynthetic gene cluster	other	Others	Hypholoma sublateritium	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,Hypholoma
BGC0001256.1	BGC0001256.1	Atromentin biosynthetic gene cluster	other	Others	Tapinella panuoides	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Tapinellineae,Tapinellaceae,Tapinella
BGC0001260	BGC0001260	Chaunopycnis alba ORF1, terK, terC, terB, terQ, terM, terP, terF, ORF2, ORF3 genes for indoleamine 2,3-dioxygenase, cytochrome P450 monooxygenase, prenyl transferase, terpene cyclase, cytochrome P450 monooxygenase, FAD-dependent monooxygenase, cytochrome P450 monooxygenase, aromatic prenyl transferase, flavin-binding monooxygenase, heat shock protein, complete cds	terpene.indole	Others	Tolypocladium album	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium
BGC0001262	BGC0001262	Alternaria alternata AKT gene cluster, involved in AK-toxin production		Others	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria alternata complex
BGC0001262.1	BGC0001262.1	AK-toxin biosynthetic gene cluster	other	Others	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria alternata group
BGC0001267	BGC0001267	Claviceps fusiformis strain PRL 1980 ergot alkaloid synthesis (EAS) gene cluster, complete sequence	indole	Others	Claviceps fusiformis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0001269.1	BGC0001269.1	Gibberellin A3 / gibberellin A1 / gibberellin A7 / gibberellin A4 / gibberellin A9 biosynthetic gene cluster	other	Others	Sphaceloma manihoticola	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,mitosporic Elsinoaceae,Sphaceloma
BGC0001271.1	BGC0001271.1	Emericellin biosynthetic gene cluster	terpene.t1pks	Others	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001274.1	BGC0001274.1	Non-acetylated open-chain sophorolipid / diacetylated lactonic sophorolipid biosynthetic gene cluster	other	Others	Starmerella bombicola	Eukaryota,Fungi,Dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetales incertae sedis,Starmerella
BGC0001282.1	BGC0001282.1	Lolitriol biosynthetic gene cluster	other	Others	Epichloe coenophiala	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Epichloe
BGC0001285	BGC0001285	Pseudomonas putida membrane protein, hypothetical protein, putative dioxygenase, hypothetical protein, pseudopyronine synthase (ppyS), glucose-6-phosphate 1-dehydrogenase, 6-phosphogluconate dehydrogenase, hypothetical protein, glycogen synthase (glgA), malto-oligosyltrehalose trehalohydrolase, 4-alpha-glucanotransferase, malto-oligosyltrehalose synthase, hypothetical protein, glycogen debranching enzyme (glgX), and hypothetical protein genes, complete cds	PpyS-KS	Others	Pseudomonas putida	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001285.1	BGC0001285.1	Pseudopyronine A / pseudopyronine B biosynthetic gene cluster	other	Others	Pseudomonas putida	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001286	BGC0001286	Ustilago maydis strain MB215 itaconic acid biosynthesis gene cluster, complete sequence		Others	Ustilago maydis	Eukaryota,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago
BGC0001286.1	BGC0001286.1	Itaconic acid biosynthetic gene cluster	other	Others	Ustilago maydis	Eukaryota,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago
BGC0001294	BGC0001294	Streptomyces sp. MBT28 contig_180, whole genome shotgun sequence	indole	Others	Streptomyces sp. MBT28	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001294.1	BGC0001294.1	7-prenylisatin biosynthetic gene cluster	other	Others	Streptomyces sp. MBT28	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
