BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000599	BGC0000599	Bacillus thuringiensis strain DPC6431 thuricin operon, partial sequence	ranthipeptide.sactipeptide	RiPPs	Bacillus thuringiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000599.1	BGC0000599.1	Thuricin CD alfa / thuricin CD beta biosynthetic gene cluster	sactipeptide	RiPPs	Bacillus thuringiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000600	BGC0000600	Bacillus thuringiensis strain SF361 bacteriocin, thurincin H gene cluster, complete sequence	sactipeptide	RiPPs	Bacillus thuringiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000600.1	BGC0000600.1	Thurincin H biosynthetic gene cluster	sactipeptide	RiPPs	Bacillus thuringiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000601	BGC0000601	Bacillus subtilis subsp. subtilis str. 168 complete genome	ranthipeptide.sactipeptide	RiPPs	Bacillus subtilis subsp. subtilis str. 168	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000601.1	BGC0000601.1	Sporulation killing factor skfA biosynthetic gene cluster	head_to_tail	RiPPs	Bacillus subtilis subsp. subtilis str. 168	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000602	BGC0000602	Bacillus subtilis subtilosin gene cluster, complete sequence	sactipeptide	RiPPs	Bacillus subtilis subsp. spizizenii ATCC 6633 = JCM 2499	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000602.1	BGC0000602.1	Subtilosin A biosynthetic gene cluster	sactipeptide	RiPPs	Bacillus subtilis subsp. spizizenii ATCC 6633	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000603	BGC0000603	Streptomyces hygroscopicus strain 10-22 cyclothiazomycin biosynthesis gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group
BGC0000603.1	BGC0000603.1	Cyclothiazomycin biosynthetic gene cluster	lantipeptide.thiopeptide	RiPPs	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000604	BGC0000604	Nonomuraea sp. WU8817 GE2270 gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Nonomuraea sp. WU8817	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0000604.1	BGC0000604.1	GE2270 biosynthetic gene cluster	lantipeptide.thiopeptide	RiPPs	Nonomuraea sp. WU8817	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Streptosporangiaceae,Nonomuraea
BGC0000605	BGC0000605	Streptomyces sp. ATCC 55365 GE37468 gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Streptomyces sp. ATCC 55365	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000605.1	BGC0000605.1	GE37468 biosynthetic gene cluster	thiopeptide	RiPPs	Streptomyces sp. ATCC 55365	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000606	BGC0000606	Streptomyces lactacystinaeus lactazole biosynthetic gene cluster, complete sequence, strain: OM-6519	LAP.lanthipeptide-class-iv.thiopeptide	RiPPs	Streptomyces lactacystinaeus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000606.1	BGC0000606.1	Lactazole biosynthetic gene cluster	lantipeptide.thiopeptide	RiPPs	Streptomyces lactacystinaeus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000607	BGC0000607	Macrococcus caseolyticus strain 115 plasmid pBac115, complete sequence	thiopeptide	RiPPs	Macrococcus caseolyticus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus
BGC0000607.1	BGC0000607.1	Micrococcin P1 biosynthetic gene cluster	lantipeptide.thiopeptide	RiPPs	Macrococcus caseolyticus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus
BGC0000608	BGC0000608	Amycolatopsis fastidiosa strain ATCC 202099 nocathiacin biosynthetic gene cluster, partial sequence	thiopeptide	RiPPs	Actinokineospora fastidiosa	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinokineospora
BGC0000608.1	BGC0000608.1	Nocathiacin biosynthetic gene cluster	thiopeptide	RiPPs	Actinokineospora fastidiosa	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Actinokineospora
BGC0000609	BGC0000609	Nocardia sp. ATCC 202099 nocathiacin I biosynthetic gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Nocardia sp. ATCC 202099	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,unclassified Nocardia
BGC0000609.1	BGC0000609.1	Nocathiacin biosynthetic gene cluster	lantipeptide.thiopeptide	RiPPs	Nocardia sp. ATCC 202099	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Nocardiaceae,Nocardia
BGC0000610	BGC0000610	Streptomyces actuosus clone cosmid 13G2 nosiheptide biosynthetic gene cluster, partial sequence	LAP.thiopeptide	RiPPs	Streptomyces actuosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000610.1	BGC0000610.1	Nosiheptide biosynthetic gene cluster	lantipeptide.thiopeptide	RiPPs	Streptomyces actuosus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000611	BGC0000611	Streptomyces sioyaensis strain ATCC 13989 siomycin biosynthesis gene cluster, complete sequence	LAP.terpene.thiopeptide	Others	Streptomyces sioyaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000611.1	BGC0000611.1	Siomycin biosynthetic gene cluster	terpene.thiopeptide	Others	Streptomyces sioyaensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000612	BGC0000612	Bacillus cereus ATCC 14579, complete genome	LAP.thiopeptide	RiPPs	Bacillus cereus ATCC 14579	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000612.1	BGC0000612.1	Thiocillin I / thiocillin II biosynthetic gene cluster	lantipeptide.thiopeptide	RiPPs	Bacillus cereus ATCC 14579	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000613	BGC0000613	Nonomuraea sp. Bp3714-39 thiomuracin gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Nonomuraea sp. Bp3714-39	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0000613.1	BGC0000613.1	Thiomuracins biosynthetic gene cluster	thiopeptide	RiPPs	Nonomuraea sp. Bp3714-39	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Streptosporangiaceae,Nonomuraea
BGC0000614	BGC0000614	Streptomyces laurentii strain ATCC 31255 thiostrepton biosynthesis gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Streptomyces laurentii	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000614.1	BGC0000614.1	Thiostrepton biosynthetic gene cluster	thiopeptide	RiPPs	Streptomyces laurentii	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000615	BGC0000615	Nocardiopsis sp. TFS65-07 TP-1161 biosynthetic gene cluster, partial sequence	thiopeptide	RiPPs	Nocardiopsis sp. TFS65-07	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,unclassified Nocardiopsis
BGC0000615.1	BGC0000615.1	TP-1161 biosynthetic gene cluster	lantipeptide.thiopeptide	RiPPs	Nocardiopsis sp. TFS65-07	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Nocardiopsaceae,Nocardiopsis
BGC0000616	BGC0000616	Bacillus amyloliquefaciens subsp. plantarum str. FZB42, complete genome	RiPP-like	RiPPs	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0000616.1	BGC0000616.1	Amylocyclicin biosynthetic gene cluster	bacteriocin	RiPPs	Bacillus amyloliquefaciens subsp. plantarum str. FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000617	BGC0000617	Bacillus coagulans plasmid pI4 coagulin operon, complete sequence; and Mob/Pre (mob/pre) gene, complete cds	RiPP-like	RiPPs	Weizmannia coagulans	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Weizmannia
BGC0000617.1	BGC0000617.1	Coagulin biosynthetic gene cluster	bacteriocin	RiPPs	Bacillus coagulans	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000618	BGC0000618	Enterococcus faecium DO, complete genome	RiPP-like	RiPPs	Enterococcus faecium DO	Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
BGC0000618.1	BGC0000618.1	Enterocin A biosynthetic gene cluster	bacteriocin	RiPPs	Enterococcus faecium DO	Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
BGC0000619	BGC0000619	Lactobacillus gasseri gassericin T gene cluster, complete cds, strain: LA158	RiPP-like	RiPPs	Lactobacillus gasseri	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000619.1	BGC0000619.1	Gassericin T biosynthetic gene cluster	bacteriocin	RiPPs	Lactobacillus gasseri	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000620	BGC0000620	Lactococcus lactis orf1, orf2, lnqQ, orf3, orf4, orf5, orf6, orf7, orf8, orf9, orf10, orf11 genes for collagen-binding protein, putative transcriptional regulator, Lacticin Q, membrane permease protein, membrane-franked domain protein, membrane-franked domain protein, ABC-2 type transporter, ABC transporter, ATP-binding protein, putative transcriptional regulator, replication protein, DNA integrase/recombinase, ATP/GTP binding protein, complete cds, strain: QU 5	RiPP-like	RiPPs	Lactococcus lactis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
BGC0000620.1	BGC0000620.1	Lacticin Q biosynthetic gene cluster	bacteriocin	RiPPs	Lactococcus lactis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
BGC0000623.1	BGC0000623.1	Plantaricin W alpha / plantaricin W beta biosynthetic gene cluster	lantipeptide	RiPPs	Lactobacillus plantarum	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000624	BGC0000624	Lactobacillus salivarius salivaricin CRL1328 biosynthetic gene cluster, complete sequence	RiPP-like	RiPPs	Ligilactobacillus salivarius	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
BGC0000624.1	BGC0000624.1	Salivaricin CRL1328 alpha peptide / salivaricin CRL1328 beta peptide biosynthetic gene cluster	bacteriocin	RiPPs	Lactobacillus salivarius	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000625	BGC0000625	Streptomyces olivoviridis DNA, thioviridamide-producing gene cluster, strain: NA05001	lanthipeptide-class-v.thioamitides	RiPPs	Streptomyces olivoviridis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000626	BGC0000626	Bacillus thuringiensis strain As 1.1013 thuricin biosynthesis gene cluster, complete sequence	lanthipeptide-class-ii	RiPPs	Bacillus thuringiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000626.1	BGC0000626.1	Thuricin biosynthetic gene cluster	lantipeptide	RiPPs	Bacillus thuringiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000627	BGC0000627	Aspergillus flavus NRRL3357 scf_1106286418846 genomic scaffold, whole genome shotgun sequence	fungal-RiPP	RiPPs	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000628	BGC0000628	Lactobacillus paragasseri JV-V03 Sca03-Contig11, whole genome shotgun sequence	thiopeptide	RiPPs	Lactobacillus paragasseri JV-V03	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000628.1	BGC0000628.1	Lactocillin biosynthetic gene cluster	thiopeptide	RiPPs	Lactobacillus gasseri JV-V03	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000655.1	BGC0000655.1	Siomycin biosynthetic gene cluster	terpene.thiopeptide	Others	Streptomyces sioyaensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000696.1	BGC0000696.1	Gentamicin biosynthetic gene cluster	amglyccycl.lantipeptide	Others	Micromonospora echinospora	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0000717.1	BGC0000717.1	Streptomycin biosynthetic gene cluster	amglyccycl.lantipeptide	Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000796	BGC0000796	Paenibacillus alvei strain CCM 2051 S-layer glycan biosynthesis gene cluster, partial sequence	lanthipeptide-class-i	RiPPs	Paenibacillus alvei	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000809	BGC0000809	Actinomadura melliaura strain SCC 1655 NADH oxidase and hypothetical proteins genes, complete cds; AT2433 biosynthetic gene cluster, complete sequence; and unknown genes	LAP.indole.thiopeptide	Others	Actinomadura melliaura	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0000809.1	BGC0000809.1	AT2433 biosynthetic gene cluster	indole.thiopeptide	Others	Actinomadura melliaura	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Thermomonosporaceae,Actinomadura
BGC0000874	BGC0000874	Streptomyces griseochromogenes blasticidin biosynthetic cluster, partial sequence	lanthipeptide-class-iv	RiPPs	Streptomyces griseochromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000874.1	BGC0000874.1	Blasticidin biosynthetic gene cluster	lantipeptide	RiPPs	Streptomyces griseochromogenes	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000986	BGC0000986	TPA_exp: Stigmatella aurantiaca DW4/3-1 Dkxanthene biosynthetic gene cluster	RiPP-like.T1PKS.NRPS	Others	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0000986.1	BGC0000986.1	Dkxanthene biosynthetic gene cluster	nrps.t1pks.bacteriocin	Others	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella
BGC0001020	BGC0001020	Streptomyces sp. NRRL 30471 muraymycin biosynthetic gene cluster, complete sequence; and flanking sequence	NRPS.thiopeptide.nucleoside.LAP.NRPS-like	Others	Streptomyces sp. NRRL 30471	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001020.1	BGC0001020.1	Muraymycin biosynthetic gene cluster	nrps.lantipeptide.nucleoside.thiopeptide	Others	Streptomyces sp. NRRL 30471	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001100	BGC0001100	Streptomyces rochei plasmid pSLA2-L DNA, complete sequence	redox-cofactor.transAT-PKS.NRPS	Others	Streptomyces rochei	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces rochei group
BGC0001145	BGC0001145	Streptomyces mobaraensis NBRC 13819 = DSM 40847 contig028, whole genome shotgun sequence	LAP.thiopeptide	RiPPs	Streptomyces mobaraensis NBRC 13819 = DSM 40847	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001145.1	BGC0001145.1	Cyclothiazomycin B biosynthetic gene cluster	lantipeptide.thiopeptide	RiPPs	Streptomyces mobaraensis NBRC 13819 = DSM 40847	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001146	BGC0001146	Streptomyces sp. NRRL WC-3908 thiazole synthase (ctmI), dehydrogenase (ctmB), precursor peptide (ctmA), cyclodehydratase (ctmD), dehydratase (ctmE), dehydratase (ctmF), and LuxR regulatory protein (luxR) genes, complete cds	LAP.thiopeptide	RiPPs	Streptomyces sp. NRRL WC-3908	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001146.1	BGC0001146.1	Cyclothiazomycin C biosynthetic gene cluster	lantipeptide.thiopeptide	RiPPs	Streptomyces sp. NRRL WC-3908	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001148	BGC0001148	Streptomyces cirratus DNA, pheganomycin biosynthetic gene cluster, strain: MD227-A9	RiPP-like.T3PKS.guanidinotides	Others	Streptomyces cirratus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001148.1	BGC0001148.1	Pheganomycin biosynthetic gene cluster	t3pks.nrps.bacteriocin	Others	Streptomyces cirratus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001155	BGC0001155	Planobispora rosea strain ATCC 53733 DNA-directed RNA polymerase, beta' subunit (rpoC) and hypothetical protein genes, complete cds; GE2270 biosynthesis gene cluster, complete sequence; and S10P (rpsJ), L3P (rplC), L4P (rplD), L23P (rplW), L2P (rplB), S19P (rpsS), L22P (rpsV), S3P (rpsC), L16P (rplP), L29P (rpmC), S17P (rpsQ), L14P (rplN), L24P (rplX), L5P (rplE), S14P (rpsN), S8P (rpsH), L6P (rplF), L18P (rplR), S5P (rpsE), L30P (rpmD), L15P (rplO), and preprotein translocase subunit SecY (secY) genes, complete cds	LAP.thiopeptide	RiPPs	Planobispora rosea	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Planobispora
BGC0001155.1	BGC0001155.1	GE2270 biosynthetic gene cluster	lantipeptide.thiopeptide	RiPPs	Planobispora rosea	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Streptosporangiaceae,Planobispora
BGC0001157	BGC0001157	Streptomyces scabiei 87.22 complete genome	RiPP-like.bottromycin	RiPPs	Streptomyces scabiei 87.22	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001157.1	BGC0001157.1	Bottromycin biosynthetic gene cluster	bottromycin.bacteriocin	RiPPs	Streptomyces scabiei 87.22	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001167	BGC0001167	Microcystis aeruginosa PCC 7005 piricyclamide precursor (pirE2) gene, partial cds; piricyclamide precursor (pirE3), putative prenyl transferase (pirF), hypothetical proteins, N-terminal cyanobactin protease (pirA), hypothetical protein (pirB), hypothetical protein (pirC), piricyclamide precursor (pirE4), and hypothetical protein genes, complete cds; and C-terminal cyanoabactin protease (pirG) gene, partial cds	cyanobactin	RiPPs	Microcystis aeruginosa PCC 7005	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0001167.1	BGC0001167.1	Piricyclamide biosynthetic gene cluster	cyanobactin	RiPPs	Microcystis aeruginosa PCC 7005	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystis
BGC0001170	BGC0001170	Clostridium sporogenes ATCC 15579 Scfld_02_1 genomic scaffold, whole genome shotgun sequence	LAP	RiPPs	Clostridium sporogenes ATCC 15579	Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium
BGC0001170.1	BGC0001170.1	Clostridiolysin S biosynthetic gene cluster	bacteriocin	RiPPs	Clostridium sporogenes ATCC 15579	Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
BGC0001171	BGC0001171	Listeria monocytogenes str. 4b F2365, complete genome	LAP	RiPPs	Listeria monocytogenes serotype 4b str. F2365	Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
BGC0001171.1	BGC0001171.1	Listeriolysin S biosynthetic gene cluster	bacteriocin	RiPPs	Listeria monocytogenes serotype 4b str. F2365	Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
BGC0001173	BGC0001173	Bacillus pumilus ATCC 7061 BAT.Contig118, whole genome shotgun sequence	LAP.RRE-containing	RiPPs	Bacillus pumilus ATCC 7061	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001174	BGC0001174	Corynebacterium urealyticum DSM 7111, complete genome	LAP.RRE-containing	RiPPs	Corynebacterium urealyticum DSM 7111	Bacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
BGC0001176	BGC0001176	Streptomonospora alba strain YIM 90003 contig_9, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomonospora alba	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Streptomonospora
BGC0001188	BGC0001188	Streptomyces sp. CT34 Scaffold1, whole genome shotgun sequence	linaridin	RiPPs	Streptomyces sp. CT34	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001188.1	BGC0001188.1	Legonaridin biosynthetic gene cluster	linaridin	RiPPs	Streptomyces sp. CT34	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001209	BGC0001209	Streptococcus thermophilus LMD-9, complete genome	RaS-RiPP	RiPPs	Streptococcus thermophilus LMD-9	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0001210	BGC0001210	Bacillus pseudomycoides DSM 12442 chromosome, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs	Bacillus pseudomycoides DSM 12442	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0001210.1	BGC0001210.1	Pseudomycoicidin biosynthetic gene cluster	lantipeptide	RiPPs	Bacillus pseudomycoides DSM 12442	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001222	BGC0001222	Lactobacillus acidophilus strain M46 plasmid pCV461 acidocin B gene cluster, complete sequence	RiPP-like	RiPPs	Lactobacillus acidophilus	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0001222.1	BGC0001222.1	Acidocin B biosynthetic gene cluster	bacteriocin	RiPPs	Lactobacillus acidophilus	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0001226	BGC0001226	Streptomyces collinus Tu 365 chromosome, complete genome	lanthipeptide-class-iv	RiPPs	Streptomyces collinus Tu 365	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001226.1	BGC0001226.1	Streptocollin biosynthetic gene cluster	lantipeptide	RiPPs	Streptomyces collinus Tu 365	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001229	BGC0001229	Streptomyces bingchenggensis BCW-1, complete genome	lanthipeptide-class-ii	RiPPs	Streptomyces bingchenggensis BCW-1	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001229.1	BGC0001229.1	SBI_06990 alpha / SBI_06989 beta biosynthetic gene cluster	lantipeptide	RiPPs	Streptomyces bingchenggensis BCW-1	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001289	BGC0001289	Paenibacillus ehimensis strain A3 lantibiotic gene cluster, complete sequence	lanthipeptide-class-i	RiPPs	Paenibacillus ehimensis	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001289.1	BGC0001289.1	Penisin biosynthetic gene cluster	lantipeptide	RiPPs	Paenibacillus ehimensis	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001291	BGC0001291	Enterococcus faecium DNA contains enkB, enkB1, enkB2, enkB3, enkB4 genes for enterocin NKR-5-3B precursor peptide, proteins involved in secretion and immunity/maturation, immunity protein, strain: NKR-5-3	cyclic-lactone-autoinducer.RiPP-like	RiPPs	Enterococcus faecium	Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
BGC0001291.1	BGC0001291.1	Enterocin NKR-5-3B biosynthetic gene cluster	bacteriocin	RiPPs	Enterococcus faecium	Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
BGC0001307	BGC0001307	Streptomyces leeuwenhoekii strain C58 chaxapeptin biosynthesis gene cluster, partial sequence	lassopeptide	RiPPs	Streptomyces leeuwenhoekii	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001311	BGC0001311	Ruminococcus flavefaciens FD-1 Contig103, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs	Ruminococcus flavefaciens FD-1	Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus
BGC0001311.1	BGC0001311.1	Flavecin biosynthetic gene cluster	lantipeptide	RiPPs	Ruminococcus flavefaciens FD-1	Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
BGC0001356	BGC0001356	Paenibacillus dendritiformis C454 PDENDC1000064, whole genome shotgun sequence	lassopeptide	RiPPs	Paenibacillus dendritiformis C454	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001364	BGC0001364	Actinomadura atramentaria DSM 43919 strain SF2197 G339DRAFT_scaffold00004.4, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs	Actinomadura atramentaria DSM 43919	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0001364.1	BGC0001364.1	Cinnamycin B biosynthetic gene cluster	lantipeptide.bacteriocin	RiPPs	Actinomadura atramentaria DSM 43919	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0001388	BGC0001388	Lactobacillus gasseri strain EV1461 gassericin E gene cluster, partial sequence	RiPP-like	RiPPs	Lactobacillus gasseri	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
